NRO	ID	PVM	TUOTE	HINTA
9862	ASIAKAS_1034	27.3.2014	D	70
10388	ASIAKAS_1114	27.3.2014	D	70
10440	ASIAKAS_1122	27.3.2014	C	50
10721	ASIAKAS_1166	27.3.2014	C	50
11395	ASIAKAS_1286	27.3.2014	D	70
11649	ASIAKAS_1356	27.3.2014	D	70
11836	ASIAKAS_1410	27.3.2014	E	100
12223	ASIAKAS_1520	27.3.2014	C	50
12445	ASIAKAS_1585	27.3.2014	D	70
12840	ASIAKAS_1699	27.3.2014	C	50
1507	ASIAKAS_158	28.3.2014	A	10
1595	ASIAKAS_167	28.3.2014	A	10
1759	ASIAKAS_185	28.3.2014	C	50
1904	ASIAKAS_200	28.3.2014	A	10
2132	ASIAKAS_224	28.3.2014	B	25
2382	ASIAKAS_250	28.3.2014	A	10
2572	ASIAKAS_270	28.3.2014	B	25
2936	ASIAKAS_309	28.3.2014	A	10
2993	ASIAKAS_315	28.3.2014	A	10
3034	ASIAKAS_320	28.3.2014	C	50
3208	ASIAKAS_338	28.3.2014	B	25
4190	ASIAKAS_440	28.3.2014	C	50
5006	ASIAKAS_523	28.3.2014	C	NA
5776	ASIAKAS_602	28.3.2014	A	10
5796	ASIAKAS_604	28.3.2014	A	10
6077	ASIAKAS_633	28.3.2014	A	10
6723	ASIAKAS_700	28.3.2014	B	25
6733	ASIAKAS_701	28.3.2014	A	10
8565	ASIAKAS_892	28.3.2014	A	10
8573	ASIAKAS_893	28.3.2014	B	25
10230	ASIAKAS_1090	28.3.2014	D	70
10389	ASIAKAS_1114	28.3.2014	C	50
10441	ASIAKAS_1122	28.3.2014	D	70
10471	ASIAKAS_1127	28.3.2014	C	50
10527	ASIAKAS_1136	28.3.2014	D	70
10924	ASIAKAS_1197	28.3.2014	C	50
10938	ASIAKAS_1199	28.3.2014	D	70
11205	ASIAKAS_1241	28.3.2014	D	70
11212	ASIAKAS_1242	28.3.2014	C	50
11643	ASIAKAS_1354	28.3.2014	D	70
11861	ASIAKAS_1416	28.3.2014	D	70
11930	ASIAKAS_1435	28.3.2014	E	100
11999	ASIAKAS_1457	28.3.2014	D	70
12345	ASIAKAS_1556	28.3.2014	A	10
12422	ASIAKAS_1579	28.3.2014	C	50
12689	ASIAKAS_1657	28.3.2014	E	100
12742	ASIAKAS_1672	28.3.2014	E	100
12826	ASIAKAS_1695	28.3.2014	E	100
115	ASIAKAS_13	29.3.2014	B	25
694	ASIAKAS_73	29.3.2014	B	25
745	ASIAKAS_78	29.3.2014	B	25
850	ASIAKAS_89	29.3.2014	A	10
987	ASIAKAS_104	29.3.2014	B	25
1042	ASIAKAS_110	29.3.2014	C	50
1342	ASIAKAS_141	29.3.2014	A	10
1679	ASIAKAS_176	29.3.2014	B	25
1914	ASIAKAS_201	29.3.2014	C	50
2199	ASIAKAS_231	29.3.2014	A	10
2296	ASIAKAS_241	29.3.2014	B	25
3025	ASIAKAS_319	29.3.2014	A	10
3345	ASIAKAS_352	29.3.2014	C	50
3755	ASIAKAS_395	29.3.2014	A	10
3821	ASIAKAS_402	29.3.2014	B	25
4163	ASIAKAS_437	29.3.2014	C	50
4707	ASIAKAS_493	29.3.2014	C	50
4756	ASIAKAS_498	29.3.2014	B	25
5082	ASIAKAS_531	29.3.2014	B	NA
5258	ASIAKAS_549	29.3.2014	B	25
5324	ASIAKAS_556	29.3.2014	B	25
5366	ASIAKAS_560	29.3.2014	A	10
7143	ASIAKAS_743	29.3.2014	A	10
7769	ASIAKAS_809	29.3.2014	A	10
7893	ASIAKAS_822	29.3.2014	C	50
8331	ASIAKAS_868	29.3.2014	B	25
8653	ASIAKAS_901	29.3.2014	B	25
8770	ASIAKAS_913	29.3.2014	C	50
8847	ASIAKAS_921	29.3.2014	A	10
8931	ASIAKAS_930	29.3.2014	B	25
9058	ASIAKAS_943	29.3.2014	A	10
9339	ASIAKAS_972	29.3.2014	A	10
9465	ASIAKAS_985	29.3.2014	A	10
9487	ASIAKAS_987	29.3.2014	C	50
10021	ASIAKAS_1058	29.3.2014	C	50
10909	ASIAKAS_1195	29.3.2014	D	70
10972	ASIAKAS_1205	29.3.2014	D	70
11213	ASIAKAS_1242	29.3.2014	D	70
11238	ASIAKAS_1246	29.3.2014	C	50
12058	ASIAKAS_1472	29.3.2014	E	100
12509	ASIAKAS_1602	29.3.2014	C	50
12571	ASIAKAS_1620	29.3.2014	B	25
12786	ASIAKAS_1685	29.3.2014	E	100
336	ASIAKAS_36	30.3.2014	B	25
686	ASIAKAS_72	30.3.2014	B	25
752	ASIAKAS_79	30.3.2014	B	25
1457	ASIAKAS_153	30.3.2014	B	25
1716	ASIAKAS_180	30.3.2014	A	10
1752	ASIAKAS_184	30.3.2014	B	25
2125	ASIAKAS_223	30.3.2014	B	25
2761	ASIAKAS_290	30.3.2014	C	50
2792	ASIAKAS_293	30.3.2014	B	25
3046	ASIAKAS_321	30.3.2014	A	10
3965	ASIAKAS_417	30.3.2014	A	10
4987	ASIAKAS_521	30.3.2014	C	50
5045	ASIAKAS_527	30.3.2014	A	NA
5150	ASIAKAS_538	30.3.2014	A	10
7515	ASIAKAS_782	30.3.2014	C	50
7666	ASIAKAS_798	30.3.2014	C	50
8750	ASIAKAS_911	30.3.2014	C	50
9068	ASIAKAS_944	30.3.2014	B	25
9421	ASIAKAS_980	30.3.2014	C	50
9441	ASIAKAS_982	30.3.2014	B	25
9626	ASIAKAS_1001	30.3.2014	C	50
9967	ASIAKAS_1050	30.3.2014	C	50
10224	ASIAKAS_1089	30.3.2014	C	50
10829	ASIAKAS_1183	30.3.2014	D	70
11753	ASIAKAS_1388	30.3.2014	E	100
12076	ASIAKAS_1477	30.3.2014	D	70
12235	ASIAKAS_1524	30.3.2014	B	25
12324	ASIAKAS_1550	30.3.2014	B	25
12411	ASIAKAS_1575	30.3.2014	A	10
12412	ASIAKAS_1575	30.3.2014	C	50
12552	ASIAKAS_1614	30.3.2014	C	50
287	ASIAKAS_31	31.3.2014	C	50
385	ASIAKAS_41	31.3.2014	B	25
1408	ASIAKAS_148	31.3.2014	B	25
1458	ASIAKAS_153	31.3.2014	C	50
1602	ASIAKAS_168	31.3.2014	C	50
1632	ASIAKAS_171	31.3.2014	C	50
2268	ASIAKAS_238	31.3.2014	C	50
2327	ASIAKAS_244	31.3.2014	B	25
2782	ASIAKAS_292	31.3.2014	A	10
2828	ASIAKAS_297	31.3.2014	B	25
2926	ASIAKAS_308	31.3.2014	C	50
3112	ASIAKAS_328	31.3.2014	C	50
3227	ASIAKAS_340	31.3.2014	B	25
3841	ASIAKAS_404	31.3.2014	C	50
3930	ASIAKAS_413	31.3.2014	A	10
3966	ASIAKAS_417	31.3.2014	B	25
4134	ASIAKAS_434	31.3.2014	A	10
4579	ASIAKAS_480	31.3.2014	A	10
5309	ASIAKAS_555	31.3.2014	C	50
5630	ASIAKAS_587	31.3.2014	B	25
5766	ASIAKAS_601	31.3.2014	A	10
5805	ASIAKAS_605	31.3.2014	B	25
6037	ASIAKAS_629	31.3.2014	A	10
6282	ASIAKAS_654	31.3.2014	C	50
6308	ASIAKAS_657	31.3.2014	C	50
6785	ASIAKAS_706	31.3.2014	C	50
7415	ASIAKAS_772	31.3.2014	A	10
7469	ASIAKAS_777	31.3.2014	A	10
7475	ASIAKAS_778	31.3.2014	C	50
7612	ASIAKAS_792	31.3.2014	B	25
7894	ASIAKAS_822	31.3.2014	A	10
8464	ASIAKAS_882	31.3.2014	C	50
8848	ASIAKAS_921	31.3.2014	B	25
9009	ASIAKAS_938	31.3.2014	A	10
9059	ASIAKAS_943	31.3.2014	C	50
9106	ASIAKAS_948	31.3.2014	A	10
9350	ASIAKAS_973	31.3.2014	C	50
9448	ASIAKAS_983	31.3.2014	B	25
9928	ASIAKAS_1044	31.3.2014	C	50
10015	ASIAKAS_1057	31.3.2014	C	50
10252	ASIAKAS_1093	31.3.2014	D	70
10427	ASIAKAS_1120	31.3.2014	D	70
10861	ASIAKAS_1188	31.3.2014	D	70
11001	ASIAKAS_1210	31.3.2014	C	50
11348	ASIAKAS_1273	31.3.2014	E	100
11460	ASIAKAS_1304	31.3.2014	D	70
11687	ASIAKAS_1368	31.3.2014	E	100
12215	ASIAKAS_1517	31.3.2014	C	50
580	ASIAKAS_61	1.4.2014	A	10
1389	ASIAKAS_146	1.4.2014	C	50
1401	ASIAKAS_147	1.4.2014	B	25
1431	ASIAKAS_150	1.4.2014	B	25
1876	ASIAKAS_197	1.4.2014	C	50
2297	ASIAKAS_241	1.4.2014	B	25
2839	ASIAKAS_298	1.4.2014	C	50
3631	ASIAKAS_382	1.4.2014	B	25
3733	ASIAKAS_393	1.4.2014	C	50
3890	ASIAKAS_409	1.4.2014	A	10
3983	ASIAKAS_419	1.4.2014	A	10
4757	ASIAKAS_498	1.4.2014	C	50
5437	ASIAKAS_567	1.4.2014	B	25
6227	ASIAKAS_649	1.4.2014	B	25
7485	ASIAKAS_779	1.4.2014	A	10
7516	ASIAKAS_782	1.4.2014	A	10
8017	ASIAKAS_835	1.4.2014	C	50
8051	ASIAKAS_839	1.4.2014	B	25
8107	ASIAKAS_845	1.4.2014	A	10
8108	ASIAKAS_845	1.4.2014	B	25
8332	ASIAKAS_868	1.4.2014	A	10
8660	ASIAKAS_902	1.4.2014	B	25
10219	ASIAKAS_1088	1.4.2014	D	70
11291	ASIAKAS_1257	1.4.2014	D	70
11769	ASIAKAS_1392	1.4.2014	D	70
12775	ASIAKAS_1681	1.4.2014	D	70
367	ASIAKAS_39	2.4.2014	A	10
1526	ASIAKAS_160	2.4.2014	A	10
1650	ASIAKAS_173	2.4.2014	C	50
2317	ASIAKAS_243	2.4.2014	B	25
2355	ASIAKAS_247	2.4.2014	A	10
2840	ASIAKAS_298	2.4.2014	C	50
3113	ASIAKAS_328	2.4.2014	C	50
4199	ASIAKAS_441	2.4.2014	C	50
4357	ASIAKAS_457	2.4.2014	B	25
4439	ASIAKAS_465	2.4.2014	A	10
4568	ASIAKAS_479	2.4.2014	B	25
5539	ASIAKAS_577	2.4.2014	A	10
5640	ASIAKAS_588	2.4.2014	C	50
6332	ASIAKAS_660	2.4.2014	C	50
6528	ASIAKAS_680	2.4.2014	C	50
7156	ASIAKAS_744	2.4.2014	A	10
7166	ASIAKAS_745	2.4.2014	A	10
7929	ASIAKAS_826	2.4.2014	A	10
8289	ASIAKAS_864	2.4.2014	C	50
8340	ASIAKAS_869	2.4.2014	C	50
8366	ASIAKAS_872	2.4.2014	A	10
8707	ASIAKAS_907	2.4.2014	B	25
10198	ASIAKAS_1085	2.4.2014	D	70
10253	ASIAKAS_1093	2.4.2014	C	50
10390	ASIAKAS_1114	2.4.2014	D	70
11129	ASIAKAS_1229	2.4.2014	D	70
11594	ASIAKAS_1340	2.4.2014	E	100
11958	ASIAKAS_1445	2.4.2014	E	100
11988	ASIAKAS_1454	2.4.2014	D	70
12455	ASIAKAS_1587	2.4.2014	E	100
12584	ASIAKAS_1624	2.4.2014	C	50
12624	ASIAKAS_1637	2.4.2014	D	70
12629	ASIAKAS_1638	2.4.2014	B	25
63	ASIAKAS_7	3.4.2014	B	25
81	ASIAKAS_9	3.4.2014	B	25
437	ASIAKAS_46	3.4.2014	C	50
874	ASIAKAS_92	3.4.2014	C	50
1613	ASIAKAS_169	3.4.2014	B	25
2661	ASIAKAS_279	3.4.2014	A	10
2867	ASIAKAS_301	3.4.2014	B	25
3335	ASIAKAS_351	3.4.2014	C	50
3500	ASIAKAS_368	3.4.2014	C	50
3984	ASIAKAS_419	3.4.2014	C	50
4034	ASIAKAS_424	3.4.2014	C	50
4144	ASIAKAS_435	3.4.2014	C	50
5007	ASIAKAS_523	3.4.2014	B	NA
5679	ASIAKAS_592	3.4.2014	A	10
6083	ASIAKAS_634	3.4.2014	A	10
6124	ASIAKAS_638	3.4.2014	A	10
6861	ASIAKAS_714	3.4.2014	B	25
7326	ASIAKAS_762	3.4.2014	B	25
7458	ASIAKAS_776	3.4.2014	A	10
7470	ASIAKAS_777	3.4.2014	B	25
7525	ASIAKAS_783	3.4.2014	A	10
8083	ASIAKAS_842	3.4.2014	A	10
8805	ASIAKAS_917	3.4.2014	A	10
9019	ASIAKAS_939	3.4.2014	B	25
9475	ASIAKAS_986	3.4.2014	B	25
9597	ASIAKAS_998	3.4.2014	B	25
9831	ASIAKAS_1030	3.4.2014	D	70
9894	ASIAKAS_1039	3.4.2014	D	70
10231	ASIAKAS_1090	3.4.2014	D	70
10435	ASIAKAS_1121	3.4.2014	D	70
10518	ASIAKAS_1135	3.4.2014	D	70
10582	ASIAKAS_1144	3.4.2014	D	70
11135	ASIAKAS_1230	3.4.2014	D	70
11197	ASIAKAS_1240	3.4.2014	D	70
11336	ASIAKAS_1270	3.4.2014	E	100
11345	ASIAKAS_1272	3.4.2014	E	100
11352	ASIAKAS_1274	3.4.2014	D	70
12232	ASIAKAS_1523	3.4.2014	D	70
12479	ASIAKAS_1594	3.4.2014	E	100
12604	ASIAKAS_1630	3.4.2014	D	70
12671	ASIAKAS_1651	3.4.2014	E	100
12777	ASIAKAS_1682	3.4.2014	C	50
242	ASIAKAS_26	4.4.2014	B	25
327	ASIAKAS_35	4.4.2014	A	10
337	ASIAKAS_36	4.4.2014	B	25
345	ASIAKAS_37	4.4.2014	C	50
810	ASIAKAS_85	4.4.2014	A	10
921	ASIAKAS_97	4.4.2014	B	25
1043	ASIAKAS_110	4.4.2014	C	50
1887	ASIAKAS_198	4.4.2014	C	50
2200	ASIAKAS_231	4.4.2014	A	10
2305	ASIAKAS_242	4.4.2014	A	10
3283	ASIAKAS_346	4.4.2014	C	50
3453	ASIAKAS_363	4.4.2014	A	10
4269	ASIAKAS_448	4.4.2014	C	50
5035	ASIAKAS_526	4.4.2014	C	NA
6262	ASIAKAS_652	4.4.2014	A	10
6489	ASIAKAS_676	4.4.2014	C	50
6520	ASIAKAS_679	4.4.2014	B	25
6675	ASIAKAS_695	4.4.2014	A	10
7077	ASIAKAS_736	4.4.2014	C	50
7294	ASIAKAS_759	4.4.2014	B	25
7351	ASIAKAS_765	4.4.2014	C	50
8407	ASIAKAS_876	4.4.2014	A	10
9292	ASIAKAS_967	4.4.2014	B	25
9575	ASIAKAS_996	4.4.2014	B	25
9801	ASIAKAS_1026	4.4.2014	C	50
10371	ASIAKAS_1111	4.4.2014	D	70
10428	ASIAKAS_1120	4.4.2014	D	70
11121	ASIAKAS_1228	4.4.2014	D	70
11384	ASIAKAS_1282	4.4.2014	E	100
12054	ASIAKAS_1471	4.4.2014	D	70
12178	ASIAKAS_1506	4.4.2014	B	25
12249	ASIAKAS_1527	4.4.2014	B	25
338	ASIAKAS_36	5.4.2014	A	10
563	ASIAKAS_59	5.4.2014	C	50
1449	ASIAKAS_152	5.4.2014	C	50
1639	ASIAKAS_172	5.4.2014	B	25
2428	ASIAKAS_255	5.4.2014	B	25
2463	ASIAKAS_259	5.4.2014	B	25
2642	ASIAKAS_277	5.4.2014	C	50
3054	ASIAKAS_322	5.4.2014	C	50
4113	ASIAKAS_432	5.4.2014	C	50
5168	ASIAKAS_540	5.4.2014	C	50
5259	ASIAKAS_549	5.4.2014	C	50
5613	ASIAKAS_585	5.4.2014	C	50
7027	ASIAKAS_731	5.4.2014	A	10
7228	ASIAKAS_752	5.4.2014	A	10
8341	ASIAKAS_869	5.4.2014	C	50
8761	ASIAKAS_912	5.4.2014	B	25
8863	ASIAKAS_923	5.4.2014	C	50
8874	ASIAKAS_924	5.4.2014	A	10
9038	ASIAKAS_941	5.4.2014	A	10
9124	ASIAKAS_950	5.4.2014	B	25
9401	ASIAKAS_978	5.4.2014	B	25
9641	ASIAKAS_1003	5.4.2014	C	50
9664	ASIAKAS_1006	5.4.2014	C	50
10246	ASIAKAS_1092	5.4.2014	C	50
10751	ASIAKAS_1171	5.4.2014	D	70
10996	ASIAKAS_1209	5.4.2014	D	70
11141	ASIAKAS_1231	5.4.2014	D	70
11189	ASIAKAS_1239	5.4.2014	C	50
11510	ASIAKAS_1318	5.4.2014	D	70
12368	ASIAKAS_1563	5.4.2014	B	25
12542	ASIAKAS_1612	5.4.2014	A	10
12748	ASIAKAS_1673	5.4.2014	E	100
70	ASIAKAS_8	6.4.2014	A	10
727	ASIAKAS_76	6.4.2014	A	10
1680	ASIAKAS_176	6.4.2014	C	50
2248	ASIAKAS_236	6.4.2014	A	10
2526	ASIAKAS_265	6.4.2014	B	25
2593	ASIAKAS_272	6.4.2014	C	50
2651	ASIAKAS_278	6.4.2014	B	25
2948	ASIAKAS_310	6.4.2014	A	10
3454	ASIAKAS_363	6.4.2014	A	10
3561	ASIAKAS_375	6.4.2014	B	25
3695	ASIAKAS_389	6.4.2014	C	50
4512	ASIAKAS_473	6.4.2014	B	25
6521	ASIAKAS_679	6.4.2014	C	50
7167	ASIAKAS_745	6.4.2014	B	25
7533	ASIAKAS_784	6.4.2014	A	10
7684	ASIAKAS_800	6.4.2014	C	50
7750	ASIAKAS_807	6.4.2014	A	10
8041	ASIAKAS_838	6.4.2014	A	10
8052	ASIAKAS_839	6.4.2014	A	10
8062	ASIAKAS_840	6.4.2014	C	50
8537	ASIAKAS_889	6.4.2014	B	25
8896	ASIAKAS_926	6.4.2014	B	25
9136	ASIAKAS_951	6.4.2014	C	50
10266	ASIAKAS_1095	6.4.2014	D	70
10586	ASIAKAS_1145	6.4.2014	D	70
11379	ASIAKAS_1281	6.4.2014	D	70
11840	ASIAKAS_1411	6.4.2014	E	100
12011	ASIAKAS_1460	6.4.2014	D	70
12043	ASIAKAS_1468	6.4.2014	D	70
12204	ASIAKAS_1514	6.4.2014	D	70
12803	ASIAKAS_1689	6.4.2014	A	10
150	ASIAKAS_16	7.4.2014	B	25
209	ASIAKAS_23	7.4.2014	B	25
608	ASIAKAS_64	7.4.2014	A	10
728	ASIAKAS_76	7.4.2014	B	25
1052	ASIAKAS_111	7.4.2014	A	10
1743	ASIAKAS_183	7.4.2014	A	10
1866	ASIAKAS_196	7.4.2014	A	10
2713	ASIAKAS_285	7.4.2014	B	25
3674	ASIAKAS_387	7.4.2014	A	10
3685	ASIAKAS_388	7.4.2014	C	50
4075	ASIAKAS_428	7.4.2014	A	10
4103	ASIAKAS_431	7.4.2014	B	25
4228	ASIAKAS_444	7.4.2014	C	50
4308	ASIAKAS_452	7.4.2014	C	50
4811	ASIAKAS_503	7.4.2014	C	50
5179	ASIAKAS_541	7.4.2014	A	10
5310	ASIAKAS_555	7.4.2014	A	10
5353	ASIAKAS_559	7.4.2014	B	25
5497	ASIAKAS_573	7.4.2014	A	10
5708	ASIAKAS_595	7.4.2014	B	25
5987	ASIAKAS_624	7.4.2014	B	25
6676	ASIAKAS_695	7.4.2014	B	25
6939	ASIAKAS_722	7.4.2014	A	10
6967	ASIAKAS_725	7.4.2014	B	25
7045	ASIAKAS_733	7.4.2014	C	50
7283	ASIAKAS_758	7.4.2014	B	25
7583	ASIAKAS_789	7.4.2014	C	50
8098	ASIAKAS_844	7.4.2014	A	10
9340	ASIAKAS_972	7.4.2014	B	25
9608	ASIAKAS_999	7.4.2014	C	50
11258	ASIAKAS_1249	7.4.2014	D	70
11912	ASIAKAS_1430	7.4.2014	D	70
12404	ASIAKAS_1573	7.4.2014	A	10
12725	ASIAKAS_1667	7.4.2014	E	100
1130	ASIAKAS_119	8.4.2014	A	10
1139	ASIAKAS_120	8.4.2014	C	50
1480	ASIAKAS_155	8.4.2014	A	10
1744	ASIAKAS_183	8.4.2014	C	50
2363	ASIAKAS_248	8.4.2014	C	50
2484	ASIAKAS_261	8.4.2014	B	25
2562	ASIAKAS_269	8.4.2014	A	10
3017	ASIAKAS_318	8.4.2014	C	50
3075	ASIAKAS_324	8.4.2014	A	10
3391	ASIAKAS_357	8.4.2014	C	50
3455	ASIAKAS_363	8.4.2014	A	10
3562	ASIAKAS_375	8.4.2014	C	50
3686	ASIAKAS_388	8.4.2014	C	50
3939	ASIAKAS_414	8.4.2014	C	50
3960	ASIAKAS_416	8.4.2014	A	10
4257	ASIAKAS_447	8.4.2014	A	10
4768	ASIAKAS_499	8.4.2014	C	50
5008	ASIAKAS_523	8.4.2014	A	NA
6153	ASIAKAS_641	8.4.2014	C	50
6529	ASIAKAS_680	8.4.2014	B	25
6570	ASIAKAS_684	8.4.2014	C	50
7265	ASIAKAS_756	8.4.2014	C	50
8311	ASIAKAS_866	8.4.2014	B	25
8670	ASIAKAS_903	8.4.2014	A	10
8815	ASIAKAS_918	8.4.2014	C	50
9097	ASIAKAS_947	8.4.2014	C	50
9213	ASIAKAS_959	8.4.2014	B	25
10144	ASIAKAS_1077	8.4.2014	C	50
10312	ASIAKAS_1102	8.4.2014	D	70
10502	ASIAKAS_1132	8.4.2014	C	50
10547	ASIAKAS_1139	8.4.2014	D	70
10752	ASIAKAS_1171	8.4.2014	D	70
11446	ASIAKAS_1300	8.4.2014	D	70
12007	ASIAKAS_1459	8.4.2014	D	70
12190	ASIAKAS_1510	8.4.2014	E	100
12319	ASIAKAS_1549	8.4.2014	C	50
12642	ASIAKAS_1642	8.4.2014	E	100
12813	ASIAKAS_1691	8.4.2014	C	50
358	ASIAKAS_38	9.4.2014	C	50
467	ASIAKAS_49	9.4.2014	B	25
505	ASIAKAS_53	9.4.2014	C	50
753	ASIAKAS_79	9.4.2014	C	50
977	ASIAKAS_103	9.4.2014	A	10
1031	ASIAKAS_109	9.4.2014	C	50
1186	ASIAKAS_125	9.4.2014	A	10
1586	ASIAKAS_166	9.4.2014	A	10
1726	ASIAKAS_181	9.4.2014	C	50
2829	ASIAKAS_297	9.4.2014	C	50
3563	ASIAKAS_375	9.4.2014	C	50
4011	ASIAKAS_422	9.4.2014	A	10
4716	ASIAKAS_494	9.4.2014	B	25
4729	ASIAKAS_495	9.4.2014	B	25
5266	ASIAKAS_550	9.4.2014	A	10
5586	ASIAKAS_582	9.4.2014	C	50
6125	ASIAKAS_638	9.4.2014	A	10
6199	ASIAKAS_646	9.4.2014	B	25
6250	ASIAKAS_651	9.4.2014	A	10
6580	ASIAKAS_685	9.4.2014	B	25
7343	ASIAKAS_764	9.4.2014	B	25
7396	ASIAKAS_770	9.4.2014	C	50
7476	ASIAKAS_778	9.4.2014	B	25
7791	ASIAKAS_811	9.4.2014	C	50
8475	ASIAKAS_883	9.4.2014	C	50
8970	ASIAKAS_934	9.4.2014	C	50
9659	ASIAKAS_1005	9.4.2014	C	50
9942	ASIAKAS_1046	9.4.2014	C	50
10429	ASIAKAS_1120	9.4.2014	D	70
10548	ASIAKAS_1139	9.4.2014	C	50
10787	ASIAKAS_1177	9.4.2014	D	70
10958	ASIAKAS_1203	9.4.2014	D	70
11167	ASIAKAS_1235	9.4.2014	C	50
11506	ASIAKAS_1317	9.4.2014	D	70
11873	ASIAKAS_1419	9.4.2014	D	70
12304	ASIAKAS_1545	9.4.2014	D	70
12537	ASIAKAS_1610	9.4.2014	B	25
12738	ASIAKAS_1671	9.4.2014	D	70
129	ASIAKAS_14	10.4.2014	C	50
799	ASIAKAS_84	10.4.2014	C	50
997	ASIAKAS_105	10.4.2014	B	25
1102	ASIAKAS_116	10.4.2014	A	10
1596	ASIAKAS_167	10.4.2014	C	50
1856	ASIAKAS_195	10.4.2014	C	50
2018	ASIAKAS_212	10.4.2014	C	50
2446	ASIAKAS_257	10.4.2014	B	25
2594	ASIAKAS_272	10.4.2014	C	50
3093	ASIAKAS_326	10.4.2014	A	10
3169	ASIAKAS_334	10.4.2014	B	25
4220	ASIAKAS_443	10.4.2014	C	50
4678	ASIAKAS_490	10.4.2014	A	10
4779	ASIAKAS_500	10.4.2014	B	25
5446	ASIAKAS_568	10.4.2014	A	10
5515	ASIAKAS_575	10.4.2014	A	10
5614	ASIAKAS_585	10.4.2014	B	25
5806	ASIAKAS_605	10.4.2014	C	50
6530	ASIAKAS_680	10.4.2014	A	10
7303	ASIAKAS_760	10.4.2014	A	10
8158	ASIAKAS_850	10.4.2014	C	50
8903	ASIAKAS_927	10.4.2014	A	10
8971	ASIAKAS_934	10.4.2014	A	10
10008	ASIAKAS_1056	10.4.2014	C	50
10281	ASIAKAS_1097	10.4.2014	C	50
10788	ASIAKAS_1177	10.4.2014	C	50
11178	ASIAKAS_1237	10.4.2014	D	70
11372	ASIAKAS_1279	10.4.2014	E	100
11688	ASIAKAS_1368	10.4.2014	E	100
12208	ASIAKAS_1515	10.4.2014	D	70
12233	ASIAKAS_1523	10.4.2014	D	70
100	ASIAKAS_11	11.4.2014	C	50
346	ASIAKAS_37	11.4.2014	B	25
1053	ASIAKAS_111	11.4.2014	B	25
1287	ASIAKAS_135	11.4.2014	B	25
1760	ASIAKAS_185	11.4.2014	A	10
3003	ASIAKAS_316	11.4.2014	A	10
3047	ASIAKAS_321	11.4.2014	A	10
3798	ASIAKAS_400	11.4.2014	A	10
4569	ASIAKAS_479	11.4.2014	B	25
4627	ASIAKAS_485	11.4.2014	C	50
4758	ASIAKAS_498	11.4.2014	B	25
5139	ASIAKAS_537	11.4.2014	B	25
5405	ASIAKAS_564	11.4.2014	A	10
5863	ASIAKAS_611	11.4.2014	A	10
6057	ASIAKAS_631	11.4.2014	A	10
6236	ASIAKAS_650	11.4.2014	B	25
6561	ASIAKAS_683	11.4.2014	B	25
6775	ASIAKAS_705	11.4.2014	B	25
7078	ASIAKAS_736	11.4.2014	A	10
7168	ASIAKAS_745	11.4.2014	B	25
7567	ASIAKAS_787	11.4.2014	A	10
7866	ASIAKAS_819	11.4.2014	B	25
7930	ASIAKAS_826	11.4.2014	B	25
7958	ASIAKAS_829	11.4.2014	A	10
8378	ASIAKAS_873	11.4.2014	A	10
8698	ASIAKAS_906	11.4.2014	C	50
9695	ASIAKAS_1011	11.4.2014	D	70
10925	ASIAKAS_1197	11.4.2014	D	70
11057	ASIAKAS_1218	11.4.2014	D	70
11997	ASIAKAS_1456	11.4.2014	D	70
12643	ASIAKAS_1642	11.4.2014	E	100
12709	ASIAKAS_1662	11.4.2014	A	10
12743	ASIAKAS_1672	11.4.2014	E	100
90	ASIAKAS_10	12.4.2014	C	50
169	ASIAKAS_18	12.4.2014	C	50
261	ASIAKAS_28	12.4.2014	C	50
746	ASIAKAS_78	12.4.2014	C	50
1313	ASIAKAS_138	12.4.2014	A	10
1390	ASIAKAS_146	12.4.2014	B	25
1418	ASIAKAS_149	12.4.2014	C	50
1535	ASIAKAS_161	12.4.2014	B	25
3018	ASIAKAS_318	12.4.2014	A	10
3114	ASIAKAS_328	12.4.2014	A	10
3197	ASIAKAS_337	12.4.2014	C	50
3198	ASIAKAS_337	12.4.2014	A	10
3518	ASIAKAS_370	12.4.2014	C	50
3831	ASIAKAS_403	12.4.2014	A	10
3868	ASIAKAS_407	12.4.2014	C	50
4035	ASIAKAS_424	12.4.2014	C	50
4114	ASIAKAS_432	12.4.2014	B	25
4859	ASIAKAS_508	12.4.2014	B	25
5816	ASIAKAS_606	12.4.2014	A	10
6106	ASIAKAS_636	12.4.2014	B	25
6508	ASIAKAS_678	12.4.2014	C	50
6531	ASIAKAS_680	12.4.2014	A	10
6715	ASIAKAS_699	12.4.2014	A	10
7028	ASIAKAS_731	12.4.2014	C	50
7084	ASIAKAS_737	12.4.2014	B	25
7104	ASIAKAS_739	12.4.2014	A	10
7201	ASIAKAS_749	12.4.2014	B	25
7751	ASIAKAS_807	12.4.2014	B	25
8090	ASIAKAS_843	12.4.2014	C	50
8091	ASIAKAS_843	12.4.2014	C	50
8176	ASIAKAS_852	12.4.2014	B	25
8978	ASIAKAS_935	12.4.2014	C	50
9202	ASIAKAS_958	12.4.2014	B	25
10549	ASIAKAS_1139	12.4.2014	D	70
11875	ASIAKAS_1420	12.4.2014	D	70
11902	ASIAKAS_1428	12.4.2014	D	70
12173	ASIAKAS_1505	12.4.2014	A	10
